Gene_ID,Gene,Immature_Ery
ENSGALG00010026005.1,DERL3,3
ENSGALG00010026006.1,ITGA2B,29
ENSGALG00010026008.1,NRP2,0
ENSGALG00010026009.1,ENSGALG00010026009.1,0
ENSGALG00010026010.1,ZSWIM5,74
ENSGALG00010026011.1,GJC2,0
ENSGALG00010026013.1,RABIF,63
ENSGALG00010026014.1,SOX14,0
ENSGALG00010026016.1,SLC2A11,0
ENSGALG00010026017.1,PLEKHM1,321.655
ENSGALG00010026018.1,FOXL2,0
ENSGALG00010026019.1,ENSGALG00010026019.1,68.13
ENSGALG00010026023.1,THY1,0
ENSGALG00010026026.1,NEUROD1,0
ENSGALG00010026027.1,SLC2A11L1,0
ENSGALG00010026030.1,IBA57,2
ENSGALG00010026036.1,TUB5A,11
ENSGALG00010026037.1,ENSGALG00010026037.1,43.119
ENSGALG00010026040.1,GUK1,2
ENSGALG00010026041.1,ENSGALG00010026041.1,0
ENSGALG00010026043.1,ENSGALG00010026043.1,42.081
ENSGALG00010026044.1,CERKL,0
ENSGALG00010026051.1,TAF11,24
ENSGALG00010026052.1,HOXB13,0
ENSGALG00010026059.1,ENSGALG00010026059.1,0
ENSGALG00010026061.1,MPEG1,2
ENSGALG00010026062.1,ITGA4,0
ENSGALG00010026064.1,ENSGALG00010026064.1,0
ENSGALG00010026066.1,SELENOP2,3
ENSGALG00010026068.1,BLTP3A,616
ENSGALG00010026069.1,ENSGALG00010026069.1,0
ENSGALG00010026070.1,ENSGALG00010026070.1,11.257
ENSGALG00010026073.1,HPDL,10
ENSGALG00010026076.1,C1orf35,34
ENSGALG00010026078.1,UBE2E3,39
ENSGALG00010026079.1,ENSGALG00010026079.1,62.618
ENSGALG00010026081.1,KPNA1,49
ENSGALG00010026083.1,MUTYH,12
ENSGALG00010026085.1,ENSGALG00010026085.1,0
ENSGALG00010026088.1,SNRPC,275
ENSGALG00010026090.1,USP2,1
ENSGALG00010026091.1,DTX4,5
ENSGALG00010026093.1,TOE1,7
ENSGALG00010026094.1,C6orf106,320
ENSGALG00010026095.1,MIF,0
ENSGALG00010026097.1,ARF1,44
ENSGALG00010026098.1,STAT3,1054
ENSGALG00010026102.1,IPO9,16
ENSGALG00010026104.1,DDX51,78
ENSGALG00010026105.1,CNTF,0
ENSGALG00010026106.1,TESK2,46
ENSGALG00010026109.1,SPDEF,768
ENSGALG00010026111.1,ENSGALG00010026111.1,15
ENSGALG00010026112.1,ZFP91,249
ENSGALG00010026113.1,MFRP,2
ENSGALG00010026114.1,CWC22,112
ENSGALG00010026115.1,MMACHC,15
ENSGALG00010026116.1,DLX3,0
ENSGALG00010026117.1,LZTR1,11
ENSGALG00010026120.1,C1QTNF5,13
ENSGALG00010026121.1,ENSGALG00010026121.1,0
ENSGALG00010026122.1,NEUROD2,2.406
ENSGALG00010026124.1,PACSIN1,206
ENSGALG00010026127.1,ENSGALG00010026127.1,4
ENSGALG00010026128.1,PRDX1,241
ENSGALG00010026132.1,DDTL,2
ENSGALG00010026137.1,LPXN,11
ENSGALG00010026141.1,WNT3A,1
ENSGALG00010026143.1,RNPEP,16
ENSGALG00010026148.1,RPS10,306
ENSGALG00010026149.1,LASP1,112.773
ENSGALG00010026154.1,ZNF385B,0
ENSGALG00010026162.1,MED1,57
ENSGALG00010026163.1,CTNND1,30
ENSGALG00010026166.1,WNT9A,0
ENSGALG00010026167.1,CABIN1,76
ENSGALG00010026173.1,CDK12,202
ENSGALG00010026183.1,SESTD1,0
ENSGALG00010026184.1,NUDT3,110.095
ENSGALG00010026192.1,SMIM29,0
ENSGALG00010026199.1,TBX6,0
ENSGALG00010026203.1,TMX2,47
ENSGALG00010026205.1,ENSGALG00010026205.1,11
ENSGALG00010026209.1,MED19,39
ENSGALG00010026213.1,AKR1A1,3
ENSGALG00010026218.1,FTSJ3,82
ENSGALG00010026220.1,ENSGALG00010026220.1,170.565
ENSGALG00010026221.1,CRKL,6
ENSGALG00010026229.1,CRHR2,0
ENSGALG00010026232.1,PSMC5,282
ENSGALG00010026234.1,ZDHHC5,468.999
ENSGALG00010026237.1,KLHL22,28
ENSGALG00010026239.1,GIP,0
ENSGALG00010026242.1,CCDC141,0
ENSGALG00010026244.1,CLP1,711
ENSGALG00010026249.1,YPEL4,55
ENSGALG00010026252.1,ENO2,0
ENSGALG00010026254.1,ENSGALG00010026254.1,0
ENSGALG00010026259.1,MED15,426.004
ENSGALG00010026260.1,ENSGALG00010026260.1,0
ENSGALG00010026261.1,IFT70A,0
ENSGALG00010026262.1,NAV1,20
ENSGALG00010026264.1,FZD7,22
ENSGALG00010026266.1,ENSGALG00010026266.1,0
ENSGALG00010026268.1,GARS1,17
ENSGALG00010026272.1,LRRC58,1
ENSGALG00010026277.1,SMARCD2,429
ENSGALG00010026287.1,NASP,34.999
ENSGALG00010026291.1,SERPING1,93.999
ENSGALG00010026295.1,SMPD4,11
ENSGALG00010026298.1,SNF8,2
ENSGALG00010026300.1,HMGA1,3
ENSGALG00010026305.1,ATP5MC1,0
ENSGALG00010026315.1,SYT2,0
ENSGALG00010026316.1,ENSGALG00010026316.1,6
ENSGALG00010026320.1,ENSGALG00010026320.1,0
ENSGALG00010026321.1,GPBP1L1,462
ENSGALG00010026325.1,TMEM69,4
ENSGALG00010026329.1,ENSGALG00010026329.1,3
ENSGALG00010026334.1,ENSGALG00010026334.1,65
ENSGALG00010026335.1,IPP,84
ENSGALG00010026344.1,TIMM10,1
ENSGALG00010026346.1,FZD2,1
ENSGALG00010026354.1,ENSGALG00010026354.1,10
ENSGALG00010026355.1,PPP1R12B,1
ENSGALG00010026357.1,ENSGALG00010026357.1,7.604
ENSGALG00010026360.1,CTDSPL,93
ENSGALG00010026362.1,ENSGALG00010026362.1,4
ENSGALG00010026363.1,FAM187A,0
ENSGALG00010026367.1,RBP,4
ENSGALG00010026370.1,ENSGALG00010026370.1,0
ENSGALG00010026377.1,ENSGALG00010026377.1,3
ENSGALG00010026388.1,SNRPD3,6
ENSGALG00010026393.1,SLC43A3,1785.999
ENSGALG00010026397.1,ENSGALG00010026397.1,0
ENSGALG00010026402.1,TFEB,320
ENSGALG00010026403.1,GUCD1,3
ENSGALG00010026409.1,VILL,3
ENSGALG00010026410.1,ENSGALG00010026410.1,34.705
ENSGALG00010026416.1,ENSGALG00010026416.1,0
ENSGALG00010026422.1,P2RX3,93
ENSGALG00010026425.1,ENSGALG00010026425.1,0
ENSGALG00010026427.1,PGC,0
ENSGALG00010026432.1,ENSGALG00010026432.1,0
ENSGALG00010026433.1,VPS11,669
ENSGALG00010026434.1,ENSGALG00010026434.1,149
ENSGALG00010026436.1,PLCD1,0
ENSGALG00010026438.1,TOMM6,17
ENSGALG00010026443.1,UPB1,0
ENSGALG00010026447.1,ENSGALG00010026447.1,0
ENSGALG00010026448.1,ADORA2A,0
ENSGALG00010026453.1,LASP1NB,0
ENSGALG00010026457.1,SSRP1,307
ENSGALG00010026458.1,DLEC1,0
ENSGALG00010026480.1,USP49,1
ENSGALG00010026481.1,DIXDC1,0
ENSGALG00010026484.1,TNKS1BP1,26
ENSGALG00010026485.1,ACAA1,2
ENSGALG00010026492.1,SPECC1L,4
ENSGALG00010026498.1,ENSGALG00010026498.1,1139
ENSGALG00010026507.1,APLNR,1
ENSGALG00010026508.1,CSRP1,0
ENSGALG00010026516.1,ENSGALG00010026516.1,0
ENSGALG00010026522.1,MED20,26
ENSGALG00010026523.1,LRRC55,0
ENSGALG00010026536.1,BCR,1
ENSGALG00010026537.1,FJX1,0
ENSGALG00010026539.1,ENSGALG00010026539.1,1.636
ENSGALG00010026550.1,MYD88,3.364
ENSGALG00010026553.1,PLPP3,0
ENSGALG00010026559.1,RAB36,0
ENSGALG00010026560.1,TNNI1,0
ENSGALG00010026565.1,RSPH14,0
ENSGALG00010026566.1,ENSGALG00010026566.1,0
ENSGALG00010026568.1,BYSL,53
ENSGALG00010026569.1,GNAZ,0
ENSGALG00010026581.1,DNER,0
ENSGALG00010026584.1,ENSGALG00010026584.1,48
ENSGALG00010026588.1,CCND3,74
ENSGALG00010026595.1,PRKAA2,0
ENSGALG00010026601.1,ENSGALG00010026601.1,5
ENSGALG00010026612.1,MFF,57
ENSGALG00010026625.1,ENSGALG00010026625.1,32.139
ENSGALG00010026628.1,FYB2,2
ENSGALG00010026630.1,XIRP1,3
ENSGALG00010026633.1,SLC5A1,0
ENSGALG00010026635.1,C8A,0
ENSGALG00010026638.1,LAD1,0
ENSGALG00010026643.1,YWHAH,2
ENSGALG00010026652.1,ENSGALG00010026652.1,0
ENSGALG00010026659.1,LIPH,5
ENSGALG00010026666.1,ENSGALG00010026666.1,0
ENSGALG00010026671.1,TAF8,9
ENSGALG00010026673.1,DEPDC5,110
ENSGALG00010026681.1,PLXDC1,2
ENSGALG00010026683.1,ENSGALG00010026683.1,39
ENSGALG00010026684.1,ENSGALG00010026684.1,0
ENSGALG00010026686.1,ENSGALG00010026686.1,15.679
ENSGALG00010026689.1,ENSGALG00010026689.1,0
ENSGALG00010026690.1,KRT14,3.3
ENSGALG00010026692.1,NMNAT3,0
ENSGALG00010026694.1,ADAM20L,0
ENSGALG00010026696.1,CSRNP1,0
ENSGALG00010026697.1,CHN1,0
ENSGALG00010026700.1,C8B,0
ENSGALG00010026704.1,WDFY1,0
ENSGALG00010026706.1,KRT24,1.001
ENSGALG00010026707.1,GORASP1,3
ENSGALG00010026715.1,WDR48,29
ENSGALG00010026719.1,ENSGALG00010026719.1,0
ENSGALG00010026724.1,OLA1,0
ENSGALG00010026731.1,ENSGALG00010026731.1,0
ENSGALG00010026737.1,SCN11A,0
ENSGALG00010026740.1,DAB1,0
ENSGALG00010026743.1,TNNT2,0
ENSGALG00010026746.1,HOXD10,1
ENSGALG00010026755.1,ENSGALG00010026755.1,1
ENSGALG00010026759.1,OMA1,0
ENSGALG00010026767.1,ENSGALG00010026767.1,0
ENSGALG00010026770.1,ENSGALG00010026770.1,0
ENSGALG00010026775.1,BTG2,67
ENSGALG00010026780.1,MYSM1,91
ENSGALG00010026782.1,HOXB9,0
ENSGALG00010026786.1,ENSGALG00010026786.1,0
ENSGALG00010026794.1,ENSGALG00010026794.1,2
ENSGALG00010026796.1,DCAKD,36
ENSGALG00010026801.1,FMOD,23
ENSGALG00010026822.1,PRELP,12
ENSGALG00010026825.1,ADAM23,0
ENSGALG00010026827.1,FAM117A,2217.001
ENSGALG00010026834.1,ENSGALG00010026834.1,5.536
ENSGALG00010026836.1,ENSGALG00010026836.1,3
ENSGALG00010026839.1,FGGY,0
ENSGALG00010026841.1,ENSGALG00010026841.1,0
ENSGALG00010026845.1,ENSGALG00010026845.1,0
ENSGALG00010026846.1,MICAL1,3
ENSGALG00010026854.1,SMPD2,2
ENSGALG00010026856.1,UBE2Z,23
ENSGALG00010026870.1,ENSGALG00010026870.1,0
ENSGALG00010026874.1,TEAD3,0
ENSGALG00010026885.1,TULP1,0
ENSGALG00010026886.1,JUN,1205
ENSGALG00010026889.1,ENSGALG00010026889.1,0
ENSGALG00010026893.1,FKBP5,0
ENSGALG00010026894.1,IP6K1,658
ENSGALG00010026897.1,ENSGALG00010026897.1,8
ENSGALG00010026898.1,PNPLA2,653
ENSGALG00010026899.1,HOOK1,2
ENSGALG00010026901.1,FAM212A,0
ENSGALG00010026906.1,CLPS,0
ENSGALG00010026907.1,ENSGALG00010026907.1,2
ENSGALG00010026909.1,ENSGALG00010026909.1,0
ENSGALG00010026914.1,ENSGALG00010026914.1,0
ENSGALG00010026916.1,ENSGALG00010026916.1,0
ENSGALG00010026917.1,AMT,2
ENSGALG00010026919.1,NICN1,0
ENSGALG00010026920.1,GATA2,132
ENSGALG00010026924.1,TPH1,18
ENSGALG00010026925.1,ENSGALG00010026925.1,0
ENSGALG00010026928.1,ENSGALG00010026928.1,0
ENSGALG00010026936.1,ENSGALG00010026936.1,2
ENSGALG00010026939.1,PLA2G1B,0
ENSGALG00010026940.1,TH,0
ENSGALG00010026942.1,CDK18,2
ENSGALG00010026943.1,EEFSEC,22
ENSGALG00010026950.1,LHFPL5,3
ENSGALG00010026951.1,RUVBL1,0
ENSGALG00010026954.1,MFSD4A,3
ENSGALG00010026958.1,CLTCL1,18
ENSGALG00010026960.1,SEC61A1,26
ENSGALG00010026964.1,SRPK1,71
ENSGALG00010026972.1,TNNT3,1
ENSGALG00010026973.1,MGLL,1
ENSGALG00010026977.1,ELK4,11
ENSGALG00010026980.1,LIMK2,2
ENSGALG00010026982.1,ABTB1,231
ENSGALG00010026984.1,PGR2/3,125
ENSGALG00010026999.1,MLEC,0
ENSGALG00010027001.1,SLC26A8,0
ENSGALG00010027003.1,SEPTIN2L,93
ENSGALG00010027012.1,RILPL1,2
ENSGALG00010027015.1,ENSGALG00010027015.1,2
ENSGALG00010027025.1,ORAI1,1
ENSGALG00010027026.1,SLC45A3,1
ENSGALG00010027027.1,ARHGEF3,2
ENSGALG00010027036.1,NUCKS1,116
ENSGALG00010027040.1,CLIP1,148
ENSGALG00010027041.1,MAPK14,174
ENSGALG00010027043.1,IL17RD,0
ENSGALG00010027045.1,MAPK13,33
ENSGALG00010027046.1,HESX1,2
ENSGALG00010027050.1,GSTT1,0
ENSGALG00010027052.1,APPL1,13
ENSGALG00010027059.1,ASB14,0
ENSGALG00010027063.1,RAB7L1,2
ENSGALG00010027073.1,DNAH12,0
ENSGALG00010027074.1,BRPF3,406
ENSGALG00010027075.1,SLC41A1,63
ENSGALG00010027076.1,VDHAP,2
ENSGALG00010027077.1,ARF4,42
ENSGALG00010027078.1,PDE12,19
ENSGALG00010027079.1,PM20D1,127
ENSGALG00010027080.1,TBC1D22B,226
ENSGALG00010027081.1,PDE4B,1
ENSGALG00010027082.1,SLC26A9,0
ENSGALG00010027083.1,DENND6A,12
ENSGALG00010027084.1,OSBPL9,26.508
ENSGALG00010027085.1,PIM1,1035
ENSGALG00010027086.1,CACNA1S,65
ENSGALG00010027087.1,RAB7B,0
ENSGALG00010027088.1,AGBL4,0
ENSGALG00010027089.1,CTSE,0
ENSGALG00010027090.1,ENSGALG00010027090.1,0
ENSGALG00010027091.1,AVPR1B,0
ENSGALG00010027092.1,ENSGALG00010027092.1,0
ENSGALG00010027093.1,SLMAP,129
ENSGALG00010027094.1,ENSGALG00010027094.1,0
ENSGALG00010027095.1,SCN5A,0
ENSGALG00010027096.1,YIPF1,27
ENSGALG00010027097.1,ENSGALG00010027097.1,1
ENSGALG00010027098.1,EXOG,4
ENSGALG00010027099.1,GNA11,9
ENSGALG00010027100.1,MIER2,14
ENSGALG00010027101.1,RNF220,368
ENSGALG00010027102.1,DUS3L,66
ENSGALG00010027103.1,ACVR2B,3
ENSGALG00010027104.1,ENSGALG00010027104.1,4
ENSGALG00010027105.1,CHERP,222
ENSGALG00010027106.1,CYP2J23,3
ENSGALG00010027107.1,KIF21B,24
ENSGALG00010027108.1,ENSGALG00010027108.1,15
ENSGALG00010027109.1,C19orf44,11
ENSGALG00010027110.1,IKBKE,1
ENSGALG00010027111.1,CALR3,0
ENSGALG00010027112.1,XYLB,0
ENSGALG00010027113.1,PIAS4,99
ENSGALG00010027114.1,FLNB,21
ENSGALG00010027115.1,C9ORF152,0
ENSGALG00010027116.1,CCDC94,80
ENSGALG00010027117.1,RASSF5,3
ENSGALG00010027118.1,ABHD6,1
ENSGALG00010027119.1,NUB1,58
ENSGALG00010027120.1,ENSGALG00010027120.1,0
ENSGALG00010027121.1,ELF3,2
ENSGALG00010027122.1,DNASE1L3,2
ENSGALG00010027123.1,WDR86,3
ENSGALG00010027124.1,IP6K2,19
ENSGALG00010027125.1,CRYGN,47
ENSGALG00010027126.1,ENSGALG00010027126.1,2
ENSGALG00010027127.1,S1PR4,0
ENSGALG00010027128.1,EIF2D,11
ENSGALG00010027129.1,NCLN,14
ENSGALG00010027130.1,NCKIPSD,67
ENSGALG00010027131.1,UBA52,70.063
ENSGALG00010027132.1,ENSGALG00010027132.1,1
ENSGALG00010027133.1,CELF5,0
ENSGALG00010027134.1,DYRK3,223
ENSGALG00010027135.1,PRKAG2,0
ENSGALG00010027136.1,MAPKAPK2,32
ENSGALG00010027137.1,FKBP8,111
ENSGALG00010027138.1,IL10,0
ENSGALG00010027139.1,HSD11B1L,4
ENSGALG00010027140.1,IL19,0
ENSGALG00010027141.1,PIGR,0
ENSGALG00010027142.1,ENSGALG00010027142.1,0
ENSGALG00010027143.1,GALNT11,1
ENSGALG00010027144.1,ENSGALG00010027144.1,0
ENSGALG00010027145.1,CELSR3,47
ENSGALG00010027146.1,KXD1,113
ENSGALG00010027147.1,KMT2C,1638
ENSGALG00010027148.1,ELL,203
ENSGALG00010027149.1,C1orf116,3
ENSGALG00010027150.1,YOD1,148.817
ENSGALG00010027151.1,MICOS13,0
ENSGALG00010027152.1,C4BPS,7
ENSGALG00010027153.1,ENSGALG00010027153.1,4
ENSGALG00010027154.1,PLPP2,0
ENSGALG00010027155.1,ENSGALG00010027155.1,25
ENSGALG00010027156.1,ISYNA1,2
ENSGALG00010027157.1,ENSGALG00010027157.1,586
ENSGALG00010027158.1,XRCC2,10
ENSGALG00010027159.1,TMUB1,68
ENSGALG00010027160.1,FASTK,215
ENSGALG00010027161.1,C4BPG,542
ENSGALG00010027162.1,SLC4A2,14
ENSGALG00010027163.1,ENSGALG00010027163.1,18.846
ENSGALG00010027164.1,ENSGALG00010027164.1,235
ENSGALG00010027165.1,ENSGALG00010027165.1,0
ENSGALG00010027166.1,CDK5,205
ENSGALG00010027167.1,ENSGALG00010027167.1,62
ENSGALG00010027168.1,SSBP4,0
ENSGALG00010027169.1,ABCB8,1
ENSGALG00010027170.1,TLE2,0
ENSGALG00010027171.1,ATG9B,4
ENSGALG00010027172.1,ENSGALG00010027172.1,0
ENSGALG00010027173.1,ENSGALG00010027173.1,0
ENSGALG00010027174.1,SHISA5,15
ENSGALG00010027175.1,NOS3,1
ENSGALG00010027176.1,ENSGALG00010027176.1,4.154
ENSGALG00010027177.1,ENSGALG00010027177.1,0
ENSGALG00010027178.1,C4BPM,432.999
ENSGALG00010027179.1,ENSGALG00010027179.1,45.988
ENSGALG00010027180.1,ENSGALG00010027180.1,0
ENSGALG00010027183.1,CD34,12
ENSGALG00010027184.1,MPND,0
ENSGALG00010027185.1,ATRIP,19
ENSGALG00010027186.1,PLXNA2,5
ENSGALG00010027187.1,ENSGALG00010027187.1,10
ENSGALG00010027188.1,KCNH2,21
ENSGALG00010027189.1,ENSGALG00010027189.1,0
ENSGALG00010027190.1,IPPK,8
ENSGALG00010027191.1,AOC1,14
ENSGALG00010027192.1,SH3GL1,44
ENSGALG00010027193.1,CAMK1G,1
ENSGALG00010027194.1,ENSGALG00010027194.1,52.665
ENSGALG00010027195.1,CENPP,0
ENSGALG00010027196.1,ENSGALG00010027196.1,221.946
ENSGALG00010027197.1,ENSGALG00010027197.1,1180.334
ENSGALG00010027198.1,ECM2,3
ENSGALG00010027199.1,LAMB3,2
ENSGALG00010027200.1,G0S2,0
ENSGALG00010027201.1,ASPN,0
ENSGALG00010027202.1,CHAF1A,19
ENSGALG00010027203.1,ENSGALG00010027203.1,0
ENSGALG00010027204.1,OMD,0
ENSGALG00010027205.1,OGN,0
ENSGALG00010027206.1,ENSGALG00010027206.1,2
ENSGALG00010027207.1,NOL8,4
ENSGALG00010027208.1,UBXN6,96
ENSGALG00010027209.1,TRAF3IP3,570
ENSGALG00010027210.1,ENSGALG00010027210.1,294.501
ENSGALG00010027211.1,HDGFRP2,53
ENSGALG00010027212.1,IRF6,1
ENSGALG00010027213.1,KCNC4,4
ENSGALG00010027214.1,PLIN4,0
ENSGALG00010027215.1,ENSGALG00010027215.1,52
ENSGALG00010027216.1,ENSGALG00010027216.1,0
ENSGALG00010027217.1,SEMA6B,0
ENSGALG00010027218.1,IARS1,14
ENSGALG00010027219.1,ENSGALG00010027219.1,1532
ENSGALG00010027220.1,ANKRD24,6
ENSGALG00010027221.1,LRRC61,22
ENSGALG00010027222.1,GUCA1B,0
ENSGALG00010027223.1,SIRT6,57
ENSGALG00010027224.1,RARRES2,9
ENSGALG00010027225.1,CREB3L3,2
ENSGALG00010027226.1,OPN1MSW,0
ENSGALG00010027227.1,ENSGALG00010027227.1,8
ENSGALG00010027228.1,SSPO,82
ENSGALG00010027229.1,MDM4,39
ENSGALG00010027230.1,MAP2K2,17
ENSGALG00010027231.1,ENSGALG00010027231.1,2
ENSGALG00010027232.1,ARRDC2,2805
ENSGALG00010027233.1,ENSGALG00010027233.1,183.276
ENSGALG00010027234.1,SLC6A11,0
ENSGALG00010027235.1,ENSGALG00010027235.1,26
ENSGALG00010027236.1,PEX11G,38
ENSGALG00010027237.1,CTC-575C13.4,59
ENSGALG00010027238.1,ENSGALG00010027238.1,0
ENSGALG00010027239.1,ENSGALG00010027239.1,15
ENSGALG00010027240.1,SLC6A1,0
ENSGALG00010027241.1,LRRN2,3
ENSGALG00010027242.1,ENSGALG00010027242.1,139
ENSGALG00010027243.1,HRH1,0
ENSGALG00010027244.1,ARHGEF18,26
ENSGALG00010027245.1,LRIG2,25
ENSGALG00010027246.1,ZNF767,29
ENSGALG00010027247.1,ATG7,11
ENSGALG00010027248.1,ENSGALG00010027248.1,2
ENSGALG00010027249.1,C2CD4C,0
ENSGALG00010027250.1,ENSGALG00010027250.1,3
ENSGALG00010027251.1,ENSGALG00010027251.1,7
ENSGALG00010027252.1,MAGI3,6
ENSGALG00010027253.1,VGLL4,22
ENSGALG00010027254.1,INSR,261
ENSGALG00010027255.1,ENSGALG00010027255.1,10
ENSGALG00010027256.1,PHTF1,850
ENSGALG00010027257.1,TAFA3,1
ENSGALG00010027258.1,ENSGALG00010027258.1,0
ENSGALG00010027259.1,ENSGALG00010027259.1,60
ENSGALG00010027260.1,LEMD2,106
ENSGALG00010027261.1,ENSGALG00010027261.1,13
ENSGALG00010027262.1,USE1,36
ENSGALG00010027263.1,TAMM41,7
ENSGALG00010027264.1,ENSGALG00010027264.1,6
ENSGALG00010027265.1,IP6K3,8
ENSGALG00010027266.1,SLC26A6,1
ENSGALG00010027267.1,MYO9B,102
ENSGALG00010027268.1,UQCRC1,168
ENSGALG00010027269.1,CDC25A,9
ENSGALG00010027270.1,ENSGALG00010027270.1,103
ENSGALG00010027271.1,INKA2,16
ENSGALG00010027272.1,DDX20,17
ENSGALG00010027273.1,HAUS8,0
ENSGALG00010027274.1,COPG1,109
ENSGALG00010027275.1,CPAMD8,2
ENSGALG00010027276.1,ENSGALG00010027276.1,36
ENSGALG00010027277.1,KCND3,0
ENSGALG00010027278.1,H1-10,19
ENSGALG00010027279.1,F2RL3,0
ENSGALG00010027280.1,HMCES,50
ENSGALG00010027281.1,ENSGALG00010027281.1,0
ENSGALG00010027282.1,ENSGALG00010027282.1,13.274
ENSGALG00010027283.1,RAB7A,56
ENSGALG00010027284.1,CTTNBP2NL,0
ENSGALG00010027285.1,PTPRS,1
ENSGALG00010027286.1,RPN1,50
ENSGALG00010027287.1,DHX30,669
ENSGALG00010027288.1,DAG1,1
ENSGALG00010027289.1,SMARCC1,222.012
ENSGALG00010027290.1,CSPG5,4
ENSGALG00010027291.1,MST1,1
ENSGALG00010027292.1,KDM4B,256
ENSGALG00010027293.1,ELP6,0
ENSGALG00010027294.1,ENSGALG00010027294.1,0
ENSGALG00010027295.1,ENSGALG00010027295.1,15
ENSGALG00010027296.1,ENSGALG00010027296.1,0
ENSGALG00010027297.1,ENSGALG00010027297.1,14
ENSGALG00010027298.1,ENSGALG00010027298.1,0
ENSGALG00010027299.1,PGPEP1,1
ENSGALG00010027301.1,SCAP,407
ENSGALG00010027302.1,ENSGALG00010027302.1,0
ENSGALG00010027303.1,APEH,53
ENSGALG00010027304.1,PTPN23,349
ENSGALG00010027305.1,LSM4,3
ENSGALG00010027306.1,ENSGALG00010027306.1,47.278
ENSGALG00010027307.1,JUND,173
ENSGALG00010027308.1,ENSGALG00010027308.1,1
ENSGALG00010027309.1,ENSGALG00010027309.1,2
ENSGALG00010027310.1,ARHGEF2,0
ENSGALG00010027311.1,NFASC,3
ENSGALG00010027312.1,ENSGALG00010027312.1,0
ENSGALG00010027313.1,BSN,11
ENSGALG00010027314.1,ENSGALG00010027314.1,63
ENSGALG00010027315.1,RAB3A,28
ENSGALG00010027316.1,TRAIP,1
ENSGALG00010027317.1,MPV17L2,6
ENSGALG00010027318.1,ENSGALG00010027318.1,0
ENSGALG00010027319.1,MST1R,118
ENSGALG00010027320.1,MON1A,258
ENSGALG00010027321.1,IFI30,64
ENSGALG00010027322.1,CRABP2,7
ENSGALG00010027323.1,ISG20L2,47
ENSGALG00010027324.1,PIK3R2,768
ENSGALG00010027325.1,METTL25B,148
ENSGALG00010027326.1,MRPL24,516
ENSGALG00010027327.1,RBM6,225
ENSGALG00010027328.1,RBM15,88
ENSGALG00010027329.1,MINDY4,0
ENSGALG00010027330.1,ENSGALG00010027330.1,12
ENSGALG00010027331.1,SLC16A4,15
ENSGALG00010027332.1,HDGF,155
ENSGALG00010027333.1,PROK1,0
ENSGALG00010027334.1,PRCC,69
ENSGALG00010027335.1,MAST3,732
ENSGALG00010027336.1,RAD54L2,46
ENSGALG00010027337.1,AQP1,0
ENSGALG00010027338.1,ENSGALG00010027338.1,22.235
ENSGALG00010027339.1,LAMTOR5,149.999
ENSGALG00010027340.1,ENSGALG00010027340.1,343
ENSGALG00010027341.1,ENSGALG00010027341.1,54
ENSGALG00010027342.1,ENSGALG00010027342.1,86.338
ENSGALG00010027343.1,GHRHR,0
ENSGALG00010027344.1,ENSGALG00010027344.1,0
ENSGALG00010027345.1,GOLT1A,3
ENSGALG00010027346.1,SIN3B,11
ENSGALG00010027348.1,ENSGALG00010027348.1,15
ENSGALG00010027349.1,ENSGALG00010027349.1,0
ENSGALG00010027350.1,INSRR,33
ENSGALG00010027351.1,TMEM38A,1
ENSGALG00010027352.1,PGA3,0
ENSGALG00010027353.1,ENSGALG00010027353.1,166.677
ENSGALG00010027354.1,ENSGALG00010027354.1,0
ENSGALG00010027355.1,ADCYAP1R1,1
ENSGALG00010027356.1,ENSGALG00010027356.1,3
ENSGALG00010027357.1,ENSGALG00010027357.1,0
ENSGALG00010027358.1,RNF126,66
ENSGALG00010027359.1,ENSGALG00010027359.1,310
ENSGALG00010027360.1,SMIM7,7
ENSGALG00010027361.1,FANCD2,125
ENSGALG00010027362.1,ENSGALG00010027362.1,84
ENSGALG00010027363.1,VIPR1,0
ENSGALG00010027364.1,FSTL3,124
ENSGALG00010027365.1,PLEKHA6,28
ENSGALG00010027366.1,USP4,353
ENSGALG00010027367.1,SEC22C,4
ENSGALG00010027368.1,EMC3,54
ENSGALG00010027369.1,ENSGALG00010027369.1,38
ENSGALG00010027370.1,NUP210L,100
ENSGALG00010027371.1,PRSS57,67.999
ENSGALG00010027372.1,PIK3C2B,6
ENSGALG00010027373.1,MLN,0
ENSGALG00010027374.1,NKTR,315
ENSGALG00010027375.1,FUT7,0
ENSGALG00010027376.1,DSTYK,156
ENSGALG00010027377.1,Pou5f3,0
ENSGALG00010027378.1,ZBTB47,8
ENSGALG00010027379.1,OPTC,16
ENSGALG00010027380.1,GPX1,96.999
ENSGALG00010027381.1,KLHL40,6
ENSGALG00010027382.1,PALM,40
ENSGALG00010027383.1,ASS1,0
ENSGALG00010027384.1,HHATL,22
ENSGALG00010027385.1,CNTN2,8
ENSGALG00010027386.1,RHOA,78
ENSGALG00010027387.1,ENSGALG00010027387.1,5
ENSGALG00010027388.1,URM1,0
ENSGALG00010027389.1,ENSGALG00010027389.1,56.674
ENSGALG00010027390.1,ENSGALG00010027390.1,11.221
ENSGALG00010027391.1,TPM3,151.999
ENSGALG00010027392.1,RBBP5,147
ENSGALG00010027393.1,TEX264,59
ENSGALG00010027394.1,SLC27A4,11
