Gene_ID,Gene,Immature_Ery
ENSGALG00010001181.1,MFSD1,53
ENSGALG00010001182.1,ZCCHC7,15
ENSGALG00010001183.1,RARRES1,0
ENSGALG00010001184.1,ENSGALG00010001184.1,0
ENSGALG00010001185.1,PTPN2,60
ENSGALG00010001186.1,ENSGALG00010001186.1,0
ENSGALG00010001187.1,GFM1,39
ENSGALG00010001188.1,PSMG2,7.002
ENSGALG00010001189.1,ENSGALG00010001189.1,0
ENSGALG00010001190.1,LXN,0
ENSGALG00010001191.1,TOMM5,25
ENSGALG00010001192.1,ENSGALG00010001192.1,5
ENSGALG00010001193.1,PRELID3A,16
ENSGALG00010001194.1,POT1,1
ENSGALG00010001195.1,ZNF608,0
ENSGALG00010001196.1,LSMEM1,3
ENSGALG00010001197.1,CEP76,7.998
ENSGALG00010001198.1,IFRD1,1103
ENSGALG00010001199.1,AFG3L2,156
ENSGALG00010001200.1,CTTNBP2,3
ENSGALG00010001201.1,TUBB6,5
ENSGALG00010001202.1,CFTR,0
ENSGALG00010001203.1,TMX3,0
ENSGALG00010001204.1,SNX2,133
ENSGALG00010001205.1,CEP192,2
ENSGALG00010001206.1,RSRC1,18
ENSGALG00010001207.1,ASZ1,0
ENSGALG00010001208.1,MOV10L1,0
ENSGALG00010001209.1,CDH7,0
ENSGALG00010001210.1,PANX2,1
ENSGALG00010001211.1,ENSGALG00010001211.1,0
ENSGALG00010001212.1,PAX5,0
ENSGALG00010001213.1,PPIC,3
ENSGALG00010001214.1,TES,0
ENSGALG00010001215.1,PRDM6,0
ENSGALG00010001216.1,SHOX2,0
ENSGALG00010001217.1,ENSGALG00010001217.1,0
ENSGALG00010001218.1,ENSGALG00010001218.1,12
ENSGALG00010001219.1,TFEC,2
ENSGALG00010001220.1,PLXNB2,0
ENSGALG00010001221.1,GRAMD2B,0
ENSGALG00010001222.1,ZNF800,0
ENSGALG00010001223.1,GRM8,0
ENSGALG00010001224.1,DNAJB9,221
ENSGALG00010001225.1,SOCS6,0
ENSGALG00010001226.1,VEPH1,3
ENSGALG00010001227.1,ENSGALG00010001227.1,0
ENSGALG00010001228.1,THAP5,11
ENSGALG00010001229.1,ZNF407,279
ENSGALG00010001230.1,PTX3,7
ENSGALG00010001231.1,CNDP1,1
ENSGALG00010001232.1,TSPAN12,0
ENSGALG00010001233.1,CNDP2,24
ENSGALG00010001234.1,AASS,0
ENSGALG00010001235.1,CCDC102B,1.173
ENSGALG00010001236.1,ENSGALG00010001236.1,0
ENSGALG00010001237.1,MELK,0
ENSGALG00010001238.1,GOLIM4,1
ENSGALG00010001239.1,ENSGALG00010001239.1,8.337
ENSGALG00010001240.1,ENSGALG00010001240.1,0
ENSGALG00010001241.1,ENSGALG00010001241.1,0
ENSGALG00010001242.1,ENSGALG00010001242.1,9
ENSGALG00010001244.1,ENSGALG00010001244.1,0
ENSGALG00010001245.1,SERPINI1,0
ENSGALG00010001248.1,PTPRZ1,0
ENSGALG00010001249.1,PDCD10,17
ENSGALG00010001250.1,ENSGALG00010001250.1,0
ENSGALG00010001251.1,ZNF277,0
ENSGALG00010001252.1,SNCAIP,0
ENSGALG00010001253.1,ENSGALG00010001253.1,0
ENSGALG00010001254.1,NETO1,0
ENSGALG00010001255.1,ENSGALG00010001255.1,3
ENSGALG00010001256.1,ENSGALG00010001256.1,0
ENSGALG00010001257.1,ENSGALG00010001257.1,1
ENSGALG00010001258.1,ENSGALG00010001258.1,0
ENSGALG00010001259.1,ENSGALG00010001259.1,6.191
ENSGALG00010001260.1,ENSGALG00010001260.1,0
ENSGALG00010001261.1,ENSGALG00010001261.1,0
ENSGALG00010001262.1,ENSGALG00010001262.1,2
ENSGALG00010001263.1,ENSGALG00010001263.1,0
ENSGALG00010001264.1,FAM3C,3
ENSGALG00010001265.1,OPN1LW,0
ENSGALG00010001266.1,ENSGALG00010001266.1,1
ENSGALG00010001267.1,BCHE,0
ENSGALG00010001268.1,CBLN2,0
ENSGALG00010001269.1,ENSGALG00010001269.1,0
ENSGALG00010001270.1,DRAP1,74
ENSGALG00010001271.1,ENSGALG00010001271.1,1
ENSGALG00010001272.1,ENSGALG00010001272.1,0
ENSGALG00010001273.1,ENSGALG00010001273.1,2
ENSGALG00010001274.1,DLGAP1,0
ENSGALG00010001275.1,ENSGALG00010001275.1,0
ENSGALG00010001276.1,ENSGALG00010001276.1,0
ENSGALG00010001277.1,ENSGALG00010001277.1,35
ENSGALG00010001278.1,ENSGALG00010001278.1,0
ENSGALG00010001279.1,LPIN2,480
ENSGALG00010001280.1,ENSGALG00010001280.1,0
ENSGALG00010001281.1,LRRN3,0
ENSGALG00010001282.1,ENSGALG00010001282.1,0
ENSGALG00010001283.1,ENSGALG00010001283.1,23
ENSGALG00010001284.1,ENSGALG00010001284.1,0
ENSGALG00010001285.1,ENSGALG00010001285.1,9
ENSGALG00010001286.1,SRFBP1,3
ENSGALG00010001287.1,PLPP4,0
ENSGALG00010001288.1,TGIF1,6
ENSGALG00010001289.1,ENSGALG00010001289.1,13
ENSGALG00010001290.1,ENSGALG00010001290.1,0
ENSGALG00010001291.1,ENSGALG00010001291.1,1
ENSGALG00010001292.1,LOX,0
ENSGALG00010001293.1,ENSGALG00010001293.1,0
ENSGALG00010001295.1,ENSGALG00010001295.1,97
ENSGALG00010001296.1,ENSGALG00010001296.1,0
ENSGALG00010001297.1,MYL12A,55.209
ENSGALG00010001298.1,DOCK4,0
ENSGALG00010001299.1,ENSGALG00010001299.1,0
ENSGALG00010001300.1,MRPL49,16
ENSGALG00010001301.1,GMPS,37
ENSGALG00010001302.1,ENSGALG00010001302.1,0
ENSGALG00010001303.1,ENSGALG00010001303.1,0
ENSGALG00010001304.1,SYVN1,192
ENSGALG00010001305.1,WNT16,0
ENSGALG00010001306.1,CEP120,25
ENSGALG00010001307.1,CALU,0
ENSGALG00010001308.1,MGMT,0
ENSGALG00010001311.1,ENSGALG00010001311.1,0
ENSGALG00010001313.1,EMILIN2,3
ENSGALG00010001314.1,ENSGALG00010001314.1,0
ENSGALG00010001319.1,ENSGALG00010001319.1,0
ENSGALG00010001320.1,CPED1,5
ENSGALG00010001321.1,HOXA13,0
ENSGALG00010001322.1,ENSGALG00010001322.1,0
ENSGALG00010001325.1,ENSGALG00010001325.1,0
ENSGALG00010001329.1,ENSGALG00010001329.1,0
ENSGALG00010001330.1,ENSGALG00010001330.1,3
ENSGALG00010001333.1,PLCH1,0
ENSGALG00010001334.1,EBF3,0
ENSGALG00010001336.1,SPMIP4,2
ENSGALG00010001337.1,ENSGALG00010001337.1,0
ENSGALG00010001343.1,ENSGALG00010001343.1,0
ENSGALG00010001345.1,ENSGALG00010001345.1,4.365
ENSGALG00010001347.1,MYOM1,5
ENSGALG00010001348.1,NPVF,0
ENSGALG00010001349.1,ING3,46
ENSGALG00010001350.1,SPDYC,0
ENSGALG00010001351.1,CAPN1,282
ENSGALG00010001353.1,GLRX3,21
ENSGALG00010001354.1,ENSGALG00010001354.1,0
ENSGALG00010001356.1,ENSGALG00010001356.1,0
ENSGALG00010001358.1,TCERG1L,2
ENSGALG00010001360.1,ENSGALG00010001360.1,0
ENSGALG00010001362.1,ENSGALG00010001362.1,0
ENSGALG00010001363.1,HIBADH,0
ENSGALG00010001364.1,SMCHD1,72
ENSGALG00010001365.1,ENSGALG00010001365.1,0
ENSGALG00010001367.1,ENSGALG00010001367.1,1
ENSGALG00010001368.1,WIPF3,0
ENSGALG00010001369.1,PPP2R2D,2
ENSGALG00010001370.1,ENSGALG00010001370.1,0
ENSGALG00010001372.1,ENSGALG00010001372.1,0
ENSGALG00010001373.1,IMPA2,1
ENSGALG00010001378.1,POLA2,12
ENSGALG00010001379.1,ENSGALG00010001379.1,0
ENSGALG00010001380.1,SCRN1,0
ENSGALG00010001381.1,MDFIC,591
ENSGALG00010001382.1,BNIP3,2
ENSGALG00010001383.1,ENSGALG00010001383.1,0
ENSGALG00010001385.1,MME,1
ENSGALG00010001386.1,FKBP14,4
ENSGALG00010001388.1,MPPE1,25
ENSGALG00010001389.1,ENSGALG00010001389.1,0
ENSGALG00010001393.1,ENSGALG00010001393.1,0
ENSGALG00010001395.1,GNAL,0
ENSGALG00010001396.1,ENSGALG00010001396.1,0
ENSGALG00010001397.1,KLHL7,48
ENSGALG00010001398.1,WDR11,20
ENSGALG00010001399.1,ENSGALG00010001399.1,0
ENSGALG00010001400.1,SNX24,3
ENSGALG00010001401.1,ENSGALG00010001401.1,0
ENSGALG00010001402.1,NUP42,17
ENSGALG00010001403.1,ENSGALG00010001403.1,0
ENSGALG00010001404.1,ENSGALG00010001404.1,0
ENSGALG00010001405.1,ENSGALG00010001405.1,0
ENSGALG00010001406.1,EML3,21
ENSGALG00010001407.1,FOXP2,1.062
ENSGALG00010001408.1,ENSGALG00010001408.1,0
ENSGALG00010001409.1,GPNMB,0
ENSGALG00010001410.1,MC2R,0
ENSGALG00010001411.1,FGFR2,1
ENSGALG00010001412.1,ENSGALG00010001412.1,0
ENSGALG00010001413.1,ENSGALG00010001413.1,0
ENSGALG00010001414.1,CCDC126,0
ENSGALG00010001415.1,MC5R,0
ENSGALG00010001416.1,AP4M1,6
ENSGALG00010001417.1,ENSGALG00010001417.1,1.235
ENSGALG00010001418.1,RNMT,1
ENSGALG00010001419.1,KCND2,1
ENSGALG00010001420.1,FAM221A,3
ENSGALG00010001421.1,ENSGALG00010001421.1,0
ENSGALG00010001422.1,AP1S1,7
ENSGALG00010001423.1,FAM210A,0
ENSGALG00010001424.1,ENSGALG00010001424.1,0
ENSGALG00010001425.1,ENSGALG00010001425.1,1.938
ENSGALG00010001426.1,ATE1,78
ENSGALG00010001427.1,ASB11,0
ENSGALG00010001428.1,ENSGALG00010001428.1,0
ENSGALG00010001429.1,ENSGALG00010001429.1,0
ENSGALG00010001431.1,ENSGALG00010001431.1,0
ENSGALG00010001432.1,NSMCE4A,32
ENSGALG00010001433.1,ENSGALG00010001433.1,0
ENSGALG00010001436.1,ENSGALG00010001436.1,0
ENSGALG00010001438.1,ENSGALG00010001438.1,0
ENSGALG00010001440.1,CDCA7L,0
ENSGALG00010001441.1,HMGCLL1,1
ENSGALG00010001442.1,LDLRAD4,0
ENSGALG00010001443.1,ANKRD26,72
ENSGALG00010001445.1,ENSGALG00010001445.1,3.339
ENSGALG00010001446.1,ENSGALG00010001446.1,0
ENSGALG00010001447.1,GFRAL,0
ENSGALG00010001448.1,GPR37,2
ENSGALG00010001449.1,ENSGALG00010001449.1,0
ENSGALG00010001450.1,GPR149,0
ENSGALG00010001451.1,HCRTR2,0
ENSGALG00010001452.1,ENSGALG00010001452.1,0
ENSGALG00010001453.1,TAX1BP1,317
ENSGALG00010001454.1,VEGFD,0
ENSGALG00010001455.1,ENSGALG00010001455.1,0
ENSGALG00010001456.1,LSM8,3
ENSGALG00010001457.1,NDC80,0
ENSGALG00010001458.1,JAZF1,112
ENSGALG00010001459.1,ENSGALG00010001459.1,0
ENSGALG00010001460.1,MALSU1,3
ENSGALG00010001461.1,ASB9,176
ENSGALG00010001462.1,DHX36,64
ENSGALG00010001463.1,DSEL,0
ENSGALG00010001464.1,ENSGALG00010001464.1,0
ENSGALG00010001465.1,TACC2,4
ENSGALG00010001466.1,PRKX,0
ENSGALG00010001467.1,ENSGALG00010001467.1,0
ENSGALG00010001468.1,ANOS1,2
ENSGALG00010001469.1,ARHGEF26,6
ENSGALG00010001470.1,GPR85,2
ENSGALG00010001471.1,BMP5,0
ENSGALG00010001472.1,ENSGALG00010001472.1,71.758
ENSGALG00010001473.1,ENSGALG00010001473.1,0
ENSGALG00010001475.1,BMT2,10
ENSGALG00010001476.1,IGF2BP3,4
ENSGALG00010001477.1,NLGN4,0
ENSGALG00010001478.1,ENSGALG00010001478.1,0
ENSGALG00010001479.1,TMEM168,0
ENSGALG00010001480.1,JAKMIP3,0
ENSGALG00010001481.1,ENSGALG00010001481.1,0
ENSGALG00010001482.1,TRA2A,76
ENSGALG00010001483.1,ENSGALG00010001483.1,1
ENSGALG00010001484.1,BMX,0
ENSGALG00010001485.1,ENSGALG00010001485.1,0
ENSGALG00010001486.1,WNT2,0
ENSGALG00010001487.1,CDH19,2
ENSGALG00010001488.1,GRPR,0
ENSGALG00010001489.1,ENSGALG00010001489.1,1.276
ENSGALG00010001490.1,ENSGALG00010001490.1,0
ENSGALG00010001491.1,PHF3,202
ENSGALG00010001492.1,ENSGALG00010001492.1,0
ENSGALG00010001493.1,ENSGALG00010001493.1,0
ENSGALG00010001494.1,ENSGALG00010001494.1,0
ENSGALG00010001495.1,CCNL1,518
ENSGALG00010001496.1,PTP4A1,0
ENSGALG00010001497.1,LEKR1,2
ENSGALG00010001498.1,ENSGALG00010001498.1,0
ENSGALG00010001499.1,TIPARP,533
ENSGALG00010001500.1,ENSGALG00010001500.1,0
ENSGALG00010001501.1,CAPZA2,0
ENSGALG00010001502.1,LGSN,0
ENSGALG00010001504.1,RBMS3,0
ENSGALG00010001505.1,SSR3,35
ENSGALG00010001506.1,DPYSL4,0
ENSGALG00010001507.1,METTL4,9
ENSGALG00010001508.1,CD109,0
ENSGALG00010001509.1,ENSGALG00010001509.1,0
ENSGALG00010001510.1,AP1S2,0
ENSGALG00010001511.1,ENSGALG00010001511.1,0
ENSGALG00010001512.1,PLCL2,1
ENSGALG00010001513.1,ZRSR2,96
ENSGALG00010001514.1,MET,0
ENSGALG00010001515.1,ENSGALG00010001515.1,0
ENSGALG00010001516.1,CLTRN,0
ENSGALG00010001517.1,CAV2,0
ENSGALG00010001518.1,SLC17A5,13.881
ENSGALG00010001519.1,ENSGALG00010001519.1,0
ENSGALG00010001520.1,KCNAB1,7
ENSGALG00010001521.1,TBC1D5,0
ENSGALG00010001522.1,ENSGALG00010001522.1,3.464
ENSGALG00010001523.1,ENSGALG00010001523.1,0
ENSGALG00010001524.1,ACE2,0
ENSGALG00010001525.1,EEF1A1,915.82
ENSGALG00010001526.1,PPP1R3A,0
ENSGALG00010001527.1,STK32C,0
ENSGALG00010001528.1,NR1D2,1
ENSGALG00010001529.1,ENSGALG00010001529.1,1
ENSGALG00010001530.1,ENSGALG00010001530.1,0
ENSGALG00010001531.1,ENSGALG00010001531.1,14754
ENSGALG00010001532.1,ENSGALG00010001532.1,1.18
ENSGALG00010001533.1,ENSGALG00010001533.1,92.685
ENSGALG00010001534.1,SLITRK3,0
ENSGALG00010001535.1,RAP2B,6.134
ENSGALG00010001536.1,ASMT,0
ENSGALG00010001539.1,ENSGALG00010001539.1,2.959
ENSGALG00010001540.1,TRABD,0
ENSGALG00010001542.1,MTO1,42
ENSGALG00010001544.1,ENSGALG00010001544.1,0
ENSGALG00010001545.1,SELENOO,102
ENSGALG00010001546.1,CGAS,2
ENSGALG00010001547.1,PWWP2B,70
ENSGALG00010001548.1,AKAP17A,165
ENSGALG00010001549.1,ENSGALG00010001549.1,0
ENSGALG00010001550.1,ENSGALG00010001550.1,0
ENSGALG00010001551.1,FHIP1B,20
ENSGALG00010001552.1,TUBGCP6,1
ENSGALG00010001553.1,CNGA4,5
ENSGALG00010001554.1,ENSGALG00010001554.1,43.112
ENSGALG00010001555.1,ENSGALG00010001555.1,0
ENSGALG00010001556.1,EPB41L3,0
ENSGALG00010001557.1,THRB,0
ENSGALG00010001558.1,CCKBR,6
ENSGALG00010001559.1,HDAC10,0
ENSGALG00010001560.1,ENSGALG00010001560.1,2.226
ENSGALG00010001564.1,ENSGALG00010001564.1,0
ENSGALG00010001567.1,INPP5A,0
ENSGALG00010001570.1,SMPD1,152
ENSGALG00010001572.1,ENSGALG00010001572.1,0
ENSGALG00010001577.1,NKX6-2,0
ENSGALG00010001578.1,ENSGALG00010001578.1,0
ENSGALG00010001585.1,ENSGALG00010001585.1,0
ENSGALG00010001586.1,ZBTB14,4
ENSGALG00010001588.1,ENSGALG00010001588.1,0
ENSGALG00010001589.1,EVX1,0
ENSGALG00010001591.1,ENSGALG00010001591.1,0
ENSGALG00010001595.1,AKAIN1,0
ENSGALG00010001596.1,ENSGALG00010001596.1,0
ENSGALG00010001598.1,ENSGALG00010001598.1,0
ENSGALG00010001599.1,TBLX1,6
ENSGALG00010001601.1,ENSGALG00010001601.1,0
ENSGALG00010001603.1,ENSGALG00010001603.1,0
ENSGALG00010001604.1,ENSGALG00010001604.1,0
ENSGALG00010001605.1,APBB1,1
ENSGALG00010001606.1,PIGA,8
ENSGALG00010001608.1,ENSGALG00010001608.1,11.754
ENSGALG00010001609.1,ENSGALG00010001609.1,6.872
ENSGALG00010001611.1,MAPK12,14
ENSGALG00010001612.1,HPX,0
ENSGALG00010001615.1,ENSGALG00010001615.1,0
ENSGALG00010001616.1,OPNVA,0
ENSGALG00010001617.1,TRIM3,5
ENSGALG00010001620.1,MOSPD2,35
ENSGALG00010001621.1,DLGAP2,0
ENSGALG00010001624.1,ENSGALG00010001624.1,0
ENSGALG00010001626.1,ENSGALG00010001626.1,0
ENSGALG00010001627.1,ARFIP2,171
ENSGALG00010001628.1,MAPK11,2
ENSGALG00010001630.1,ENSGALG00010001630.1,0
ENSGALG00010001632.1,FANCB,1
ENSGALG00010001633.1,B3GAT2,0
ENSGALG00010001635.1,TIMM10B,3
ENSGALG00010001637.1,ENSGALG00010001637.1,0
ENSGALG00010001639.1,ENSGALG00010001639.1,0
ENSGALG00010001642.1,ENSGALG00010001642.1,10.967
ENSGALG00010001647.1,ARL8BL,0
ENSGALG00010001649.1,UBE2E2,0
ENSGALG00010001650.1,ENSGALG00010001650.1,0
ENSGALG00010001654.1,RPS11,74
ENSGALG00010001655.1,ENSGALG00010001655.1,0
ENSGALG00010001656.1,GLRA2,0
ENSGALG00010001657.1,SMAP1,0
ENSGALG00010001661.1,TCTN3,6
ENSGALG00010001663.1,ENSGALG00010001663.1,0
ENSGALG00010001664.1,SPAM1,0
ENSGALG00010001666.1,PIEZO2,1
ENSGALG00010001667.1,ENSGALG00010001667.1,0
ENSGALG00010001668.1,UBE2E1,1
ENSGALG00010001669.1,ENSGALG00010001669.1,0
ENSGALG00010001670.1,SHOX,0
ENSGALG00010001672.1,ENSGALG00010001672.1,3.033
ENSGALG00010001673.1,HYAL6,0
ENSGALG00010001674.1,ENSGALG00010001674.1,391
ENSGALG00010001676.1,ENSGALG00010001676.1,0
ENSGALG00010001677.1,SDHAF4,1
ENSGALG00010001678.1,SYAP1,12
ENSGALG00010001681.1,NAPG,38
ENSGALG00010001683.1,ENSGALG00010001683.1,0
ENSGALG00010001686.1,WASL,2
ENSGALG00010001688.1,ENSGALG00010001688.1,18.338
ENSGALG00010001689.1,ILK,115.999
ENSGALG00010001690.1,ENSGALG00010001690.1,0
ENSGALG00010001691.1,CTPS2,2
ENSGALG00010001692.1,ALDH18A1,56
ENSGALG00010001693.1,NKIRAS1,0
ENSGALG00010001694.1,ENSGALG00010001694.1,3.662
ENSGALG00010001695.1,LMOD2,0
ENSGALG00010001696.1,FAM135A,2
ENSGALG00010001697.1,TAF10,18
ENSGALG00010001698.1,RPL15,50
ENSGALG00010001699.1,ASB15,0
ENSGALG00010001700.1,ENSGALG00010001700.1,0
ENSGALG00010001701.1,NDUFA5,4
ENSGALG00010001702.1,PLEKHA1,41
ENSGALG00010001703.1,ENSGALG00010001703.1,0
ENSGALG00010001704.1,ENSGALG00010001704.1,46
ENSGALG00010001705.1,HTRA1,0
ENSGALG00010001706.1,IQUB,25
ENSGALG00010001707.1,ENSGALG00010001707.1,6
ENSGALG00010001708.1,AADAC,23
ENSGALG00010001709.1,ENSGALG00010001709.1,0
ENSGALG00010001710.1,LCMT2,2
ENSGALG00010001711.1,CREB5,0
ENSGALG00010001712.1,ATP6AP1,5
ENSGALG00010001713.1,PNPLA4,0
ENSGALG00010001714.1,SLC13A1,0
ENSGALG00010001715.1,ENSGALG00010001715.1,0
ENSGALG00010001716.1,TRIL,1
ENSGALG00010001717.1,STARD10,4
ENSGALG00010001718.1,ENSGALG00010001718.1,0
ENSGALG00010001720.1,ENSGALG00010001720.1,0
ENSGALG00010001721.1,TM4SF1,0
ENSGALG00010001723.1,ENSGALG00010001723.1,0
ENSGALG00010001724.1,ENSGALG00010001724.1,0
ENSGALG00010001725.1,MTA2,33
ENSGALG00010001726.1,ENSGALG00010001726.1,0
ENSGALG00010001727.1,COL9A1,0
ENSGALG00010001728.1,STS,0
ENSGALG00010001729.1,ENSGALG00010001729.1,1781.226
ENSGALG00010001730.1,ENSGALG00010001730.1,1.364
ENSGALG00010001731.1,ENSGALG00010001731.1,7
ENSGALG00010001733.1,ENSGALG00010001733.1,0
ENSGALG00010001736.1,ENSGALG00010001736.1,1.384
ENSGALG00010001737.1,ENSGALG00010001737.1,24.41
ENSGALG00010001738.1,PUDP,9
ENSGALG00010001739.1,ENSGALG00010001739.1,0
ENSGALG00010001740.1,ENSGALG00010001740.1,0
ENSGALG00010001741.1,SATB1,83.002
ENSGALG00010001742.1,ENSGALG00010001742.1,0
ENSGALG00010001743.1,ENSGALG00010001743.1,3
ENSGALG00010001744.1,ENSGALG00010001744.1,26
ENSGALG00010001745.1,CADPS2,0
ENSGALG00010001746.1,ENSGALG00010001746.1,0
ENSGALG00010001747.1,KCNH8,0
ENSGALG00010001748.1,ENSGALG00010001748.1,0
ENSGALG00010001749.1,VAPA,9
ENSGALG00010001750.1,EFHB,0
ENSGALG00010001751.1,AVPR2C,0
ENSGALG00010001752.1,ARRB1,14
ENSGALG00010001753.1,PNPLA8,35
ENSGALG00010001754.1,APCDD1,3
ENSGALG00010001755.1,CUZD1,0
ENSGALG00010001756.1,ENSGALG00010001756.1,85.416
ENSGALG00010001757.1,ENSGALG00010001757.1,0
ENSGALG00010001758.1,COL19A1,0
ENSGALG00010001759.1,C10orf88,7
ENSGALG00010001760.1,RAB5A,10
ENSGALG00010001761.1,ELOB,3
ENSGALG00010001762.1,ENSGALG00010001762.1,0
ENSGALG00010001763.1,ENSGALG00010001763.1,0
ENSGALG00010001764.1,ENSGALG00010001764.1,0
ENSGALG00010001765.1,ENSGALG00010001765.1,0
ENSGALG00010001766.1,ENSGALG00010001766.1,5.774
ENSGALG00010001767.1,ENSGALG00010001767.1,97
ENSGALG00010001768.1,ENSGALG00010001768.1,1.696
ENSGALG00010001769.1,ENSGALG00010001769.1,0
ENSGALG00010001770.1,PP2D1,5
ENSGALG00010001771.1,ENSGALG00010001771.1,7
ENSGALG00010001773.1,NRCAM,2
ENSGALG00010001774.1,ENSGALG00010001774.1,1
ENSGALG00010001775.1,ENSGALG00010001775.1,0
ENSGALG00010001776.1,LMBRD1,20
ENSGALG00010001777.1,ENSGALG00010001777.1,0
ENSGALG00010001778.1,KAT2B,202
ENSGALG00010001779.1,ENSGALG00010001779.1,0
ENSGALG00010001780.1,ENSGALG00010001780.1,2
ENSGALG00010001781.1,ENSGALG00010001781.1,0
ENSGALG00010001783.1,SGO1,0
ENSGALG00010001784.1,ENSGALG00010001784.1,0
ENSGALG00010001785.1,CNTN1,1
ENSGALG00010001786.1,P2RY8,0
ENSGALG00010001787.1,ENSGALG00010001787.1,0
ENSGALG00010001788.1,HOXA1,0
ENSGALG00010001789.1,ENSGALG00010001789.1,0
ENSGALG00010001790.1,HOXA2,0
ENSGALG00010001791.1,ENSGALG00010001791.1,0
ENSGALG00010001792.1,ENSGALG00010001792.1,0
ENSGALG00010001793.1,IKZF5,28
ENSGALG00010001794.1,ENSGALG00010001794.1,0
ENSGALG00010001795.1,ENSGALG00010001795.1,1.425
ENSGALG00010001796.1,SLCO2B1,7
ENSGALG00010001797.1,ENSGALG00010001797.1,1
ENSGALG00010001798.1,PSTK,20
ENSGALG00010001799.1,ENSGALG00010001799.1,3.377
ENSGALG00010001800.1,ENSGALG00010001800.1,255.207
ENSGALG00010001801.1,HOXA3,2
ENSGALG00010001802.1,ENSGALG00010001802.1,0
ENSGALG00010001803.1,PPP4R1,0
ENSGALG00010001804.1,ENSGALG00010001804.1,283.159
ENSGALG00010001805.1,ENSGALG00010001805.1,62
ENSGALG00010001806.1,ENSGALG00010001806.1,177932.466
ENSGALG00010001807.1,ASMTL,1
ENSGALG00010001808.1,HOXA4,0
ENSGALG00010001809.1,ENSGALG00010001809.1,0
ENSGALG00010001810.1,OPN2SW,0
ENSGALG00010001811.1,ACADSB,0
ENSGALG00010001812.1,ENSGALG00010001812.1,58
ENSGALG00010001813.1,HOXA5,0
ENSGALG00010001814.1,ENSGALG00010001814.1,0
ENSGALG00010001815.1,HMX3,2
ENSGALG00010001816.1,ENSGALG00010001816.1,0
ENSGALG00010001817.1,SLC25A6,52
ENSGALG00010001818.1,ADGRB3,0
ENSGALG00010001819.1,HOXA6,0
ENSGALG00010001820.1,PGM2L1,49
ENSGALG00010001821.1,HMX2,0
ENSGALG00010001822.1,KCNE3,2
ENSGALG00010001823.1,RALBP1,37
ENSGALG00010001824.1,ENSGALG00010001824.1,0
ENSGALG00010001825.1,LIPT2,14
ENSGALG00010001826.1,HOXA7,0
ENSGALG00010001827.1,PDZRN4,0
ENSGALG00010001828.1,ENSGALG00010001828.1,0
ENSGALG00010001829.1,POLD3,24
ENSGALG00010001830.1,ENSGALG00010001830.1,0
ENSGALG00010001831.1,CSF2RA,0
ENSGALG00010001832.1,BUB3,38
ENSGALG00010001833.1,ENSGALG00010001833.1,0
ENSGALG00010001834.1,ZCRB1,8
ENSGALG00010001835.1,MECP2,22
ENSGALG00010001836.1,TWSG1,11.8
ENSGALG00010001837.1,TAB3,28
ENSGALG00010001838.1,PPHLN1,132
ENSGALG00010001839.1,ENSGALG00010001839.1,0
ENSGALG00010001840.1,HOXA9,0
ENSGALG00010001841.1,ENSGALG00010001841.1,0
ENSGALG00010001842.1,GPR26,0
ENSGALG00010001843.1,PRICKLE1,10
ENSGALG00010001844.1,HOXA10,0
ENSGALG00010001845.1,ANKRD12,154
ENSGALG00010001846.1,ENSGALG00010001846.1,0
ENSGALG00010001847.1,ENSGALG00010001847.1,0
ENSGALG00010001848.1,HOXA11,0
ENSGALG00010001849.1,NDUFV2,17
ENSGALG00010001850.1,MYOM2,4
ENSGALG00010001851.1,ENSGALG00010001851.1,0
ENSGALG00010001852.1,CPXM2,1
ENSGALG00010001853.1,ENSGALG00010001853.1,11
ENSGALG00010001854.1,CHRDL2,10
ENSGALG00010001855.1,ENSGALG00010001855.1,0
ENSGALG00010001856.1,CHST15,0
ENSGALG00010001857.1,HNRNPA2B1,202
ENSGALG00010001858.1,ADAMTS20,0
ENSGALG00010001859.1,ENSGALG00010001859.1,0
ENSGALG00010001860.1,RNF169,97
ENSGALG00010001861.1,CBX3,7
ENSGALG00010001862.1,XRRA1,2
ENSGALG00010001863.1,ENSGALG00010001863.1,0
ENSGALG00010001864.1,ENSGALG00010001864.1,97.999
ENSGALG00010001865.1,CYBB,1
ENSGALG00010001866.1,PUS7L,0
ENSGALG00010001867.1,ENSGALG00010001867.1,0
ENSGALG00010001868.1,ENSGALG00010001868.1,6
ENSGALG00010001869.1,CRLF2,0
ENSGALG00010001870.1,PLP2,3
ENSGALG00010001871.1,ENSGALG00010001871.1,0
ENSGALG00010001872.1,ENSGALG00010001872.1,0
ENSGALG00010001873.1,ENSGALG00010001873.1,5
ENSGALG00010001877.1,OAT,7
ENSGALG00010001878.1,XK,56
ENSGALG00010001879.1,IRAK4,0
ENSGALG00010001880.1,MTCL1,11
ENSGALG00010001881.1,ENSGALG00010001881.1,0
ENSGALG00010001883.1,KBTBD11,0
ENSGALG00010001884.1,ENSGALG00010001884.1,0
ENSGALG00010001885.1,SMPX,0
ENSGALG00010001886.1,NEU3,19
ENSGALG00010001887.1,ENSGALG00010001887.1,1.791
ENSGALG00010001888.1,SNX10,5
ENSGALG00010001890.1,KLHL34,0
ENSGALG00010001892.1,RAB12,0
ENSGALG00010001893.1,ENSGALG00010001893.1,0
